RowNumber,variable1,variable2,variable3,result
1247,398,33,A,28015
1248,625,12,A,41405
1249,110,73,C,12261
1250,260,75,D,22780
1251,631,79,C,47570
1252,387,31,C,28006
1253,21,98,D,8092
1254,392,58,A,29250
1255,960,59,B,67254
1256,640,72,C,47704
1257,719,98,C,54739
1258,283,69,D,23936
1259,420,52,D,32096
1260,752,51,D,54604
1261,465,72,B,35442
1262,573,90,B,43758
1263,44,62,B,6996
1264,868,63,C,62377
1265,598,11,A,39585
1266,141,46,D,12716
1267,32,87,C,7973
1268,33,55,A,5720
1269,881,89,D,65960
1270,538,80,B,40788
1271,406,66,C,31624
1272,985,51,A,67340
1273,976,39,C,68005
1274,93,27,D,8160
1275,294,59,D,24004
1276,1,78,A,5135
1277,43,57,D,6800
1278,913,51,A,62660
1279,342,42,B,25344
1280,680,26,C,47302
1281,357,85,D,30056
1282,373,91,A,30160
1283,875,69,B,62304
1284,502,30,B,35112
1285,925,21,D,64328
1286,510,53,C,37721
1287,645,77,C,48374
1288,380,86,C,31222
1289,530,14,C,36448
1290,960,70,C,69010
1291,921,74,A,64675
1292,929,96,D,69700
1293,105,86,A,12415
1294,249,22,B,17886
1295,331,83,D,28152
1296,213,100,A,20345
1297,365,82,B,29502
1298,790,77,C,58089
1299,772,98,C,58290
1300,125,15,C,9380
1301,331,97,B,28248
1302,859,68,D,63036
1303,991,62,A,68445
1304,162,18,C,12060
1305,374,43,C,27939
1306,831,84,D,62220
1307,751,43,B,52404
1308,874,55,A,60385
1309,330,23,C,23651
1310,519,57,B,38016
1311,204,99,A,19695
1312,197,58,A,16575
1313,458,94,A,35880
1314,580,61,D,43588
1315,1000,32,D,70176
1316,117,41,C,10586
1317,673,35,C,47436
1318,882,13,C,59965
1319,50,38,B,5808
1320,649,51,B,46200
1321,990,40,B,67980
1322,660,37,A,45305
1323,470,94,C,37788
1324,884,94,B,64548
1325,93,34,C,8509
1326,977,99,B,71016
1327,593,54,A,42055
1328,550,43,B,39138
1329,312,100,A,26780
1330,802,32,B,55044
1331,758,45,B,52998
1332,738,73,C,54337
1333,216,51,B,17622
1334,870,48,A,59670
1335,510,17,A,34255
1336,93,43,B,8976
1337,543,78,C,41607
1338,838,53,D,60588
1339,104,73,A,11505
1340,98,93,D,12988
1341,107,10,B,7722
1342,433,92,C,35175
1343,255,73,A,21320
1344,548,70,B,40788
1345,498,88,C,39262
1346,183,71,C,17018
1347,582,79,D,44948
1348,854,38,C,59764
1349,72,46,A,7670
1350,853,93,A,61490
1351,911,17,B,61248
1352,59,71,D,8840
1353,779,51,C,55610
1354,209,10,C,14673
1355,359,19,D,25704
1356,269,18,C,19229
1357,987,57,D,70992
1358,422,86,A,33020
1359,183,58,B,15906
1360,399,76,D,32300
1361,65,33,D,6664
1362,579,95,D,45832
1363,196,88,D,19312
1364,443,32,B,31350
1365,207,27,C,15678
1366,327,59,B,25476
1367,328,49,C,25259
1368,210,97,B,20262
1369,535,72,B,40062
1370,966,60,A,66690
1371,251,96,D,23596
1372,874,83,C,64119
1373,262,97,B,23694
1374,410,59,D,31892
1375,305,20,A,21125
1376,225,22,B,16302
1377,964,22,D,67048
1378,314,96,A,26650
1379,969,80,A,68185
1380,615,87,D,47736
1381,315,57,B,24552
1382,719,11,B,48180
1383,214,89,A,19695
1384,181,12,B,12738
1385,239,12,D,17068
1386,252,35,D,19516
1387,118,66,A,11960
1388,973,40,B,66858
1389,469,96,D,38420
1390,634,96,A,47450
1391,803,95,B,59268
1392,914,10,C,61908
1393,750,63,C,54471
1394,584,99,C,45761
1395,586,74,C,44220
1396,924,19,B,62238
1397,502,63,C,37855
1398,417,35,A,29380
1399,639,63,A,45630
1400,323,93,D,28288
1401,54,55,D,7412
1402,119,60,B,11814
1403,420,36,B,30096
1404,235,34,A,17485
1405,850,12,A,56030
1406,853,10,A,56095
1407,329,60,C,26063
1408,813,39,B,56232
1409,718,16,B,48444
1410,97,65,C,10854
1411,865,14,B,58014
1412,159,36,A,12675
1413,67,89,C,10452
1414,22,34,B,3696
1415,791,39,B,54780
1416,878,15,D,60724
1417,123,40,B,10758
1418,990,55,B,68970
1419,793,83,D,59568
1420,551,86,A,41405
1421,863,63,A,60190
1422,931,72,B,66198
1423,351,14,B,24090
1424,206,40,B,16236
1425,355,45,B,26400
1426,120,95,D,14620
1427,782,99,C,59027
1428,967,100,D,72556
1429,185,29,B,14124
1430,857,73,D,63240
1431,733,92,D,56100
1432,174,95,A,17485
1433,600,63,A,43095
1434,783,62,C,56615
1435,588,93,B,44946
1436,359,27,B,25476
1437,691,69,A,49400
1438,541,28,B,37554
1439,544,83,D,42636
1440,725,80,C,53935
1441,428,19,D,30396
1442,906,52,C,64186
1443,912,58,D,65960
1444,110,72,A,11830
1445,281,23,D,20672
1446,370,91,D,31348
1447,334,47,A,24765
1448,623,77,B,46200
1449,129,78,C,13869
1450,879,27,C,60702
1451,296,84,D,25840
1452,42,73,A,7475
1453,709,18,A,47255
1454,326,22,D,23664
1455,24,51,C,5025
1456,749,71,D,55760
1457,660,54,C,47838
1458,534,23,C,37319
1459,723,39,D,51816
1460,330,76,D,27608
1461,339,84,A,27495
1462,44,66,D,7480
1463,824,12,D,56848
1464,247,69,B,20856
1465,976,79,D,71740
1466,902,11,D,62084
1467,392,23,B,27390
1468,965,23,D,67184
1469,293,66,D,24412
1470,521,70,A,38415
1471,633,94,D,49436
1472,159,60,C,14673
1473,279,73,D,23936
1474,728,59,B,51942
1475,695,15,A,46150
1476,595,81,C,45292
1477,450,91,B,35706
1478,76,32,A,7020
1479,746,12,B,50028
1480,449,22,D,32028
1481,824,58,A,57330
1482,356,94,C,30150
1483,894,99,C,66531
1484,259,32,C,19497
1485,585,53,D,43384
1486,558,34,A,38480
1487,548,85,A,41145
1488,223,75,B,19668
1489,712,42,A,49010
1490,245,53,D,20264
1491,610,56,B,43956
1492,411,71,D,32776
1493,600,18,B,40788
1494,895,44,D,63852
1495,847,19,D,58888
1496,495,78,C,38391
1497,2,20,B,1452
1498,785,61,B,55836
1499,16,55,C,4757
1500,593,74,B,44022
1501,964,13,C,65459
1502,343,79,D,28696
1503,605,40,C,43215
1504,244,89,C,22311
1505,534,36,D,38760
1506,832,49,C,59027
1507,497,27,D,35632
1508,611,67,A,44070
1509,352,58,D,27880
1510,16,68,D,5712
1511,779,56,B,55110
1512,413,38,A,29315
1513,852,57,A,59085
1514,150,49,C,13333
1515,249,27,A,17940
1516,179,60,A,15535
1517,452,60,B,33792
1518,591,80,B,44286
1519,798,39,A,54405
1520,771,50,C,55007
1521,666,63,B,48114
1522,261,61,C,21574
1523,465,15,C,32160
1524,63,84,B,9702
1525,880,31,C,61037
1526,708,11,B,47454
1527,822,39,D,58548
1528,408,82,C,32830
1529,494,89,B,38478
1530,960,30,A,64350
1531,966,62,D,69904
1532,68,30,B,6468
1533,954,17,D,66028
1534,720,21,D,50388
1535,918,93,C,67737
1536,372,60,A,28080
1537,358,95,A,29445
1538,163,10,B,11418
1539,660,79,D,50252
1540,847,35,A,57330
1541,901,63,A,62660
1542,417,18,D,29580
1543,376,15,C,26197
1544,509,27,D,36448
1545,294,25,C,21373
1546,657,81,A,47970
1547,60,90,B,9900
1548,152,17,A,10985
1549,99,94,C,12931
1550,746,64,D,55080
1551,440,11,D,30668
1552,260,34,C,19698
1553,283,61,D,23392
1554,373,44,D,28356
1555,902,50,D,64736
1556,712,48,B,50160
1557,366,75,A,28665
1558,754,64,B,53988
1559,293,21,A,20410
1560,25,10,C,2345
1561,1000,98,A,71370
1562,32,29,D,4148
1563,46,61,B,7062
1564,953,67,A,66300
1565,337,33,D,25160
1566,613,39,B,43032
1567,199,81,D,19040
1568,817,75,A,57980
1569,535,90,B,41250
1570,899,36,D,63580
1571,530,30,D,38080
1572,525,35,D,38080
1573,612,77,B,45474
1574,533,80,D,41684
1575,709,74,D,53244
1576,958,99,D,71876
1577,817,26,C,56481
1578,97,73,C,11390
1579,437,35,D,32096
1580,683,94,C,52059
1581,787,29,C,54672
1582,94,37,A,8515
1583,87,82,A,10985
1584,925,68,D,67524
1585,933,36,D,65892
1586,149,96,B,16170
1587,289,96,C,25795
1588,152,69,A,14365
1589,329,88,C,27939
1590,368,74,A,28730
1591,59,67,A,8190
1592,220,10,B,15180
1593,991,57,B,69168
1594,522,86,B,40128
1595,842,65,B,59862
1596,781,31,A,52780
1597,674,20,C,46498
1598,263,39,D,20536
1599,96,52,A,9620
1600,138,77,D,14620
1601,735,61,B,52536
1602,814,87,A,58565
1603,234,96,C,22110
1604,383,27,C,27470
1605,242,35,A,18005
1606,192,10,B,13332
1607,626,48,C,45158
1608,663,76,A,48035
1609,157,36,A,12545
1610,66,87,A,9945
1611,156,59,B,14190
1612,905,85,D,67320
1613,772,42,A,52910
1614,759,52,D,55148
1615,191,35,C,15142
1616,265,30,A,19175
1617,598,92,D,46920
1618,62,95,D,10676
1619,787,19,C,54002
1620,411,48,A,29835
1621,341,85,D,28968
1622,308,81,A,25285
1623,232,32,C,17688
1624,239,17,D,17408
1625,461,17,C,32026
1626,757,86,C,56481
1627,792,20,B,53592
1628,761,50,C,54337
1629,197,52,C,16683
1630,175,56,D,15708
1631,235,18,D,17204
1632,672,99,A,50115
1633,778,47,A,53625
1634,921,50,B,64086
1635,649,97,D,50728
1636,794,29,A,53495
1637,124,96,B,14520
1638,138,57,B,12870
1639,304,22,A,21190
1640,835,47,C,59094
1641,663,30,C,46431
1642,930,16,B,62436
1643,662,64,C,48642
1644,839,26,B,57090
1645,274,69,D,23324
1646,550,86,D,43248
1647,71,30,B,6666
1648,382,50,B,28512
1649,520,62,D,39576
1650,347,29,D,25568
1651,691,46,A,47905
1652,916,26,D,64056
1653,772,93,C,57955
1654,71,86,B,10362
1655,894,34,B,61248
1656,971,37,D,68544
1657,795,37,C,55744
1658,630,64,B,45804
1659,444,81,C,35175
1660,510,97,C,40669
1661,730,28,B,50028
1662,787,83,D,59160
1663,370,100,B,31020
1664,755,25,D,53040
1665,162,12,B,11484
1666,439,39,D,32504
1667,485,25,B,33660
1668,253,53,A,19890
1669,508,13,B,34386
1670,605,44,C,43483
1671,111,24,D,9180
1672,15,51,C,4422
1673,850,51,C,60367
1674,849,81,A,60450
1675,522,100,D,42296
1676,793,74,C,58089
1677,21,49,D,4760
1678,592,15,A,39455
1679,456,13,D,31892
1680,46,29,B,4950
1681,457,39,A,32240
1682,355,52,D,27676
1683,516,16,B,35112
1684,14,42,B,3696
1685,344,39,D,26044
1686,407,86,C,33031
1687,429,69,B,32868
1688,231,36,C,17889
1689,946,30,A,63440
1690,491,29,C,34840
1691,557,13,B,37620
1692,893,85,B,64548
1693,915,59,B,64284
1694,128,40,B,11088
1695,444,55,C,33433
1696,907,84,A,64415
1697,639,96,D,49980
1698,389,42,C,28877
1699,455,73,B,34848
1700,274,87,C,24187
1701,935,74,C,67603
1702,594,55,A,42185
1703,11,26,B,2442
1704,592,98,B,45540
1705,913,47,D,65280
1706,802,51,C,57151
1707,898,25,C,61841
1708,353,53,C,27202
1709,452,70,A,33930
1710,208,61,D,18292
1711,136,90,B,14916
1712,351,21,C,24924
1713,40,75,B,7590
1714,439,54,C,33031
1715,370,66,C,29212
1716,879,28,D,61676
1717,708,93,A,52065
1718,553,89,B,42372
1719,935,16,B,62766
1720,947,38,A,64025
1721,70,59,A,8385
1722,383,71,D,30872
1723,798,42,B,55440
1724,560,38,B,39468
1725,684,10,D,47192
1726,152,43,A,12675
1727,533,78,C,40937
1728,172,83,C,17085
1729,853,97,B,62700
1730,773,97,C,58290
1731,735,84,C,54873
1732,996,86,B,71412
1733,841,15,A,55640
1734,355,40,B,26070
1735,468,90,C,37386
1736,222,64,A,18590
1737,463,59,D,35496
1738,803,48,B,56166
1739,152,31,D,12444
1740,867,73,C,62980
1741,226,81,D,20876
1742,359,71,B,28380
1743,449,80,C,35443
1744,839,86,B,61050
1745,172,28,B,13200
1746,445,80,C,35175
1747,848,94,A,61230
1748,634,91,B,47850
1749,536,67,B,39798
1750,838,12,D,57800
1751,486,97,A,37895
1752,872,19,B,58806
1753,451,98,A,35685
1754,347,39,A,25090
1755,270,30,C,20100
1756,247,68,A,20475
1757,863,69,C,62444
1758,667,48,C,47905
1759,295,26,C,21507
1760,671,51,B,47652
1761,271,93,C,24388
1762,608,71,B,44814
1763,477,18,A,32175
1764,105,55,C,10720
1765,834,75,B,59994
1766,596,31,A,40755
1767,28,11,A,2535
1768,986,64,B,69300
1769,450,69,D,35292
1770,642,90,A,47580
1771,51,63,D,7752
1772,928,13,C,63047
1773,108,83,D,12988
1774,17,12,A,1885
1775,900,32,D,63376
1776,369,87,C,30552
1777,449,48,D,33796
1778,435,56,C,32897
1779,773,62,C,55945
1780,831,78,C,60903
1781,872,84,C,64052
1782,492,27,D,35292
1783,295,95,C,26130
1784,209,48,A,16705
1785,370,96,A,30290
1786,552,33,C,39195
1787,317,45,A,23530
1788,59,47,B,6996
1789,576,62,C,42746
1790,852,46,D,61064
1791,246,64,D,21080
1792,362,41,C,27001
1793,605,76,D,46308
1794,490,25,B,33990
1795,181,37,D,14824
1796,678,62,B,48840
1797,311,35,B,22836
1798,918,97,D,69020
1799,252,16,C,17956
1800,386,26,D,28016
1801,125,36,D,10948
1802,114,31,C,9715
1803,104,31,B,8910
1804,38,50,C,5896
1805,190,40,D,15640
1806,451,40,A,31915
1807,951,14,C,64655
1808,227,97,B,21384
1809,10,10,D,1360
1810,187,26,D,14484
1811,309,77,C,25862
1812,335,27,D,24616
1813,12,68,D,5440
1814,821,83,D,61472
1815,468,10,A,31070
1816,861,50,A,59215
1817,189,48,A,15405
1818,235,51,B,18876
1819,398,32,A,27950
1820,240,50,C,19430
1821,652,91,A,48295
1822,449,68,A,33605
1823,68,10,A,5070
1824,47,40,B,5742
1825,896,78,D,66232
1826,160,88,B,16368
1827,743,25,A,49920
1828,246,89,C,22445
1829,78,68,B,9636
1830,455,21,D,32368
1831,523,41,B,37224
1832,61,60,D,8228
1833,387,75,B,30492
1834,109,84,A,12545
1835,403,16,B,27654
1836,623,53,C,45292
1837,334,82,A,27040
1838,923,17,D,63920
1839,206,38,A,15860
1840,335,77,A,26780
1841,85,18,C,6901
1842,479,49,C,35376
1843,91,38,A,8385
1844,318,61,D,25772
1845,492,75,A,36855
1846,714,64,B,51348
1847,349,50,C,26733
1848,11,50,C,4087
1849,412,75,C,32629
1850,2,75,D,5236
1851,103,67,A,11050
1852,115,57,C,11524
1853,776,31,D,54876
1854,322,12,B,22044
1855,388,11,B,26334
1856,353,84,A,28405
1857,917,66,C,65861
1858,514,36,C,36850
1859,363,50,C,27671
1860,106,60,D,11288
1861,697,18,B,47190
1862,144,35,C,11993
1863,135,87,D,15096
1864,177,75,D,17136
1865,673,83,A,49140
1866,136,37,B,11418
1867,648,82,C,48910
1868,712,42,D,51272
1869,296,50,C,23182
1870,883,58,C,63047
1871,482,58,D,36720
1872,16,89,D,7140
1873,502,31,B,35178
1874,448,78,A,34190
1875,412,76,B,32208
1876,488,81,B,37554
1877,767,32,D,54332
1878,592,72,B,43824
1879,411,49,D,31280
1880,236,72,A,20020
1881,839,38,C,58759
1882,915,52,C,64789
1883,244,60,D,20672
1884,165,17,D,12376
1885,891,45,C,62712
1886,263,80,B,22638
1887,94,86,C,12060
1888,962,97,A,68835
1889,390,54,C,29748
1890,603,39,C,43014
1891,66,44,D,7480
1892,70,88,A,10270
1893,776,81,A,55705
1894,649,57,B,46596
1895,812,82,D,60792
1896,708,16,C,48508
1897,66,47,C,7571
1898,785,65,B,56100
1899,921,77,B,65868
1900,89,73,D,11016
1901,362,67,C,28743
1902,373,89,B,30492
1903,156,81,D,16116
1904,643,72,B,47190
1905,91,57,D,10064
1906,481,69,A,35750
1907,968,97,A,69225
1908,625,79,B,46464
1909,906,35,D,63988
1910,338,38,A,24440
1911,718,25,C,49781
1912,338,84,C,28274
1913,226,97,A,20995
1914,385,72,C,30619
1915,802,20,B,54252
1916,211,92,A,19695
1917,956,41,D,67796
1918,538,11,A,35685
1919,423,34,D,31076
1920,741,47,A,51220
1921,829,51,A,57200
1922,514,68,A,37830
1923,371,80,A,29315
1924,238,84,B,21252
1925,666,12,B,44748
1926,326,58,D,26112
1927,702,52,A,49010
1928,168,54,A,14430
1929,524,39,D,38284
1930,499,40,C,36113
1931,748,44,A,51480
1932,434,37,C,31557
1933,37,43,A,5200
1934,842,90,C,62444
1935,453,37,C,32830
1936,502,49,D,37468
1937,993,27,A,66300
1938,158,18,C,11792
1939,615,80,B,45870
1940,309,47,A,23140
1941,692,46,D,50184
1942,75,70,C,9715
1943,386,80,C,31222
1944,226,71,A,19305
1945,595,76,B,44286
1946,509,28,B,35442
1947,268,83,B,23166
1948,727,21,D,50864
1949,449,57,B,33396
1950,484,39,D,35564
1951,922,53,B,64350
1952,90,43,C,8911
1953,147,78,C,15075
1954,147,19,C,11122
1955,133,78,D,14348
1956,639,79,C,48106
1957,447,87,D,36312
1958,399,92,C,32897
1959,434,43,D,32436
1960,254,59,A,20345
1961,584,94,C,45426
1962,986,30,D,69088
1963,148,60,B,13728
1964,716,51,B,50622
1965,699,44,B,49038
1966,628,24,C,43684
1967,7,78,C,5695
1968,609,50,B,43494
1969,627,14,D,43588
1970,187,26,B,14058
1971,217,45,A,17030
1972,474,16,B,32340
1973,90,74,D,11152
1974,915,18,D,63444
1975,669,39,A,46020
1976,965,60,D,69700
1977,309,75,A,24960
1978,941,60,C,67067
1979,214,33,C,16549
1980,822,92,D,62152
1981,436,51,A,31655
1982,816,26,C,56414
1983,658,55,C,47771
1984,200,44,B,16104
1985,646,90,A,47840
1986,916,40,D,65008
1987,46,62,A,7020
1988,416,39,B,30030
1989,15,35,A,3250
1990,183,50,B,15378
1991,5,33,D,2584
1992,760,68,D,56304
1993,93,56,C,9983
1994,77,66,A,9295
1995,809,76,D,60180
1996,231,40,C,18157
1997,22,17,A,2535
1998,901,49,D,64600
1999,520,36,C,37252
2000,417,23,A,28600
2001,920,47,A,62855
2002,936,41,A,63505
2003,629,28,D,44676
2004,641,91,D,49776
2005,343,58,D,27268
2006,97,60,C,10519
2007,680,10,A,44850
2008,481,37,C,34706
2009,101,54,C,10385
2010,284,75,D,24412
2011,6,35,B,2706
2012,341,54,D,26860
2013,331,36,B,24222
2014,13,98,D,7548
2015,135,22,C,10519
2016,593,55,D,44064
2017,367,73,A,28600
2018,49,39,A,5720
2019,183,12,C,13065
2020,646,59,B,46530
2021,4,25,C,1943
2022,510,76,A,38090
2023,636,24,D,44880
2024,825,28,C,57151
2025,264,84,D,23664
2026,626,19,B,42570
2027,484,13,B,32802
2028,679,70,C,50183
2029,41,94,D,9180
2030,483,30,A,33345
2031,909,77,C,66062
2032,96,71,B,11022
2033,615,48,B,43758
2034,206,48,B,16764
2035,93,87,D,12240
2036,750,83,B,54978
2037,85,23,D,7344
2038,30,54,A,5460
2039,645,64,B,46794
2040,705,11,B,47256
2041,688,13,D,47668
2042,19,13,D,2176
2043,650,19,B,44154
2044,28,49,A,5005
2045,178,91,B,17754
2046,997,50,A,68055
2047,559,56,A,39975
2048,160,32,C,12864
2049,183,20,C,13601
2050,764,55,D,55692
2051,291,92,D,26044
2052,948,68,A,66040
2053,15,13,D,1904
2054,639,34,D,45764
2055,491,82,C,38391
2056,309,65,A,24310
2057,389,90,A,31135
2058,872,99,A,63115
2059,753,15,B,50688
2060,771,78,B,56034
2061,719,19,B,48708
2062,898,17,C,61305
2063,976,26,A,65130
2064,302,69,C,24857
2065,844,90,D,63512
2066,274,95,A,23985
2067,632,82,D,48552
2068,836,34,D,59160
2069,417,99,C,34572
2070,855,98,D,64804
2071,138,87,A,14625
2072,990,12,C,67134
2073,923,88,D,68748
2074,969,89,B,69828
2075,506,27,D,36244
2076,599,78,A,44005
2077,958,28,A,64090
2078,137,62,B,13134
2079,607,97,A,45760
2080,263,70,A,21645
2081,432,90,D,35496
2082,478,39,D,35156
2083,817,59,B,57816
2084,606,29,A,41275
2085,378,69,A,29055
2086,30,73,C,6901
2087,395,56,B,29766
2088,962,40,C,67134
2089,164,43,D,14076
2090,116,76,B,12672
2091,281,89,D,25160
2092,432,79,C,34237
2093,247,93,D,23120
2094,233,10,A,15795
2095,436,16,B,29832
2096,883,86,D,65892
2097,872,59,C,62377
2098,788,29,C,54739
2099,304,85,B,25674
2100,34,78,A,7280
2101,525,63,A,38220
2102,844,29,D,59364
2103,557,93,C,43550
2104,502,30,C,35644
2105,147,65,B,13992
2106,448,36,C,32428
2107,367,91,D,31144
2108,532,81,D,41684
2109,584,62,A,41990
2110,662,87,D,50932
2111,909,24,D,63444
2112,900,32,B,61512
2113,6,44,C,3350
2114,34,20,D,3672
2115,990,72,D,72216
2116,692,44,A,47840
2117,775,24,B,52734
2118,436,24,C,30820
2119,768,63,C,55677
2120,188,14,C,13534
2121,919,97,A,66040
2122,921,59,D,66640
2123,429,83,A,33280
2124,1,54,B,3630
2125,95,39,A,8710
2126,665,69,B,48444
2127,333,29,D,24616
2128,664,52,C,47972
2129,127,27,B,10164
2130,260,100,B,23760
2131,159,12,B,11286
2132,464,75,C,36113
2133,845,60,D,61540
2134,121,76,B,13002
2135,857,36,C,59831
2136,262,77,C,22713
2137,188,85,C,18291
2138,488,35,C,35041
2139,60,92,A,9880
2140,425,54,D,32572
2141,137,99,A,15340
2142,496,39,B,35310
2143,302,92,B,26004
2144,737,34,C,51657
2145,810,100,A,59150
2146,240,63,A,19695
2147,415,77,D,33456
2148,354,51,B,26730
2149,842,70,C,61104
2150,902,97,C,66933
2151,802,31,B,54978
2152,484,35,B,34254
2153,879,57,D,63648
2154,114,70,C,12328
2155,683,66,C,50183
2156,579,22,B,39666
2157,737,19,D,51408
2158,686,91,D,52836
2159,315,51,B,24156
2160,64,60,D,8432
2161,63,53,B,7656
2162,570,33,A,39195
2163,309,43,B,23232
2164,117,78,C,13065
2165,141,42,D,12444
2166,690,19,D,48212
2167,455,81,B,35376
2168,835,45,C,58960
2169,281,35,D,21488
2170,304,49,B,23298
2171,83,41,D,8432
2172,724,53,C,52059
2173,69,28,D,6596
2174,56,79,B,8910
2175,129,29,C,10586
2176,412,44,D,31008
2177,150,75,D,15300
2178,664,72,C,49312
2179,689,99,B,52008
2180,857,50,B,59862
2181,588,26,B,40524
2182,824,35,B,56694
2183,605,13,B,40788
2184,747,95,C,56414
2185,326,90,B,27456
2186,845,16,B,56826
2187,333,87,D,28560
2188,237,24,C,17487
2189,386,89,A,30875
2190,984,25,B,66594
2191,392,42,D,29512
2192,380,99,D,32572
2193,125,45,D,11560
2194,416,31,B,29502
2195,820,41,D,58548
2196,142,92,D,15912
2197,533,94,B,41382
2198,864,65,C,62243
2199,614,87,D,47668
2200,791,54,B,55770
2201,337,91,C,28676
2202,305,95,D,27200
2203,870,60,D,63240
2204,660,68,B,48048
2205,773,50,C,55141
2206,934,38,D,66096
2207,386,27,D,28084
2208,743,52,C,53265
2209,256,48,C,20368
2210,958,92,B,69300
2211,29,36,C,4355
2212,895,23,C,61506
2213,539,76,B,40590
2214,660,76,D,50048
2215,286,48,D,22712
2216,476,38,C,34438
2217,543,59,B,39732
2218,52,22,C,4958
2219,127,13,C,9380
2220,211,68,C,18693
2221,78,11,B,5874
2222,79,83,B,10692
2223,125,11,A,8840
2224,290,45,A,21775
2225,654,77,B,48246
2226,656,55,C,47637
2227,993,61,B,69564
2228,343,94,A,28405
2229,832,27,D,58412
2230,905,90,B,65670
2231,890,77,B,63822
2232,765,96,B,56826
2233,481,73,D,37672
2234,709,78,A,51155
2235,559,39,D,40664
2236,860,23,A,57395
2237,883,56,B,61974
2238,184,51,C,15745
2239,1000,26,C,68742
2240,434,86,D,35360
2241,510,35,C,36515
2242,567,67,B,41844
2243,958,24,B,64812
2244,619,59,C,45426
2245,290,47,A,21905
2246,974,22,C,66732
2247,116,54,A,11050
2248,841,25,A,56290
2249,199,63,C,17554
2250,896,40,C,62712
2251,272,84,D,24208
2252,616,30,B,42636
2253,777,20,A,51805
2254,827,68,C,59965
2255,77,87,D,11152
2256,232,30,C,17554
2257,22,92,B,7524
2258,567,17,C,39128
2259,338,15,C,23651
2260,117,30,B,9702
2261,348,45,B,25938
2262,671,86,B,49962
2263,764,81,A,54925
2264,202,59,C,17487
2265,798,64,B,56892
2266,659,80,A,48035
2267,509,63,C,38324
2268,454,41,A,32175
2269,189,71,C,17420
2270,631,78,D,48212
2271,812,22,B,55044
2272,567,37,D,41072
2273,963,98,D,72148
2274,768,18,C,52662
2275,489,20,B,33594
2276,79,80,A,10335
2277,127,85,D,14416
2278,953,29,D,66776
2279,341,40,D,25908
2280,968,67,C,69345
2281,856,75,C,62377
2282,893,15,D,61744
2283,899,37,B,61776
2284,653,90,D,50524
2285,878,34,C,61104
2286,845,52,A,58305
2287,806,53,A,55835
2288,227,33,D,17680
2289,604,49,C,43751
2290,334,13,D,23596
2291,783,99,A,57330
2292,357,42,D,27132
2293,294,95,D,26452
2294,8,30,D,2584
2295,806,63,A,56485
2296,887,13,A,58500
2297,168,33,D,13668
2298,618,62,A,44200
2299,68,47,D,7820
2300,304,96,C,26800
2301,911,81,C,66464
2302,309,87,A,25740
2303,903,18,C,61707
2304,53,51,D,7072
2305,221,22,B,16038
2306,301,84,A,25025
2307,70,97,D,11356
2308,841,21,A,56030
2309,602,28,B,41580
2310,226,15,C,16147
2311,10,15,A,1625
2312,712,90,C,53734
2313,253,52,D,20740
2314,78,94,D,11696
2315,357,57,A,26910
2316,787,30,D,55556
2317,545,34,D,39372
2318,417,47,C,31088
2319,640,38,A,44070
2320,770,79,A,55185
2321,441,79,C,34840
2322,248,85,B,21978
2323,618,25,C,43081
2324,678,35,D,48484
2325,708,83,D,53788
2326,179,93,D,18496
2327,679,69,B,49368
2328,913,10,B,60918
2329,389,95,B,31944
2330,459,85,D,36992
2331,414,12,C,28542
2332,227,44,D,18428
2333,122,36,A,10270
2334,531,97,B,41448
2335,119,42,D,10948
2336,689,42,D,49708
2337,6,27,B,2178
2338,255,51,A,19890
2339,451,24,C,31825
2340,160,50,B,13860
2341,642,14,C,43952
2342,745,75,A,53300
2343,739,22,A,49465
2344,773,26,B,52734
2345,208,62,B,17820
2346,666,72,C,49446
2347,328,77,A,26325
2348,15,55,B,4620
2349,617,83,A,45500
2350,981,19,A,65000
2351,857,75,A,60580
2352,157,95,D,17136
2353,615,87,D,47736
2354,769,68,C,56079
2355,24,99,D,8364
2356,510,42,A,35880
2357,847,93,A,61100
2358,252,93,C,23115
2359,992,18,D,68680
2360,680,29,B,46794
2361,6,61,D,4556
2362,396,16,A,26780
2363,987,22,A,65585
2364,477,59,D,36448
2365,671,42,D,48484
2366,380,94,C,31758
2367,945,37,B,64812
2368,644,70,D,48552
2369,168,52,C,14740
2370,823,90,C,61171
2371,481,23,D,34272
2372,838,62,D,61200
2373,701,33,A,47710
2374,151,34,A,12025
2375,295,54,A,22685
2376,31,94,D,8500
2377,210,70,D,19040
2378,639,90,C,48843
2379,267,18,C,19095
2380,573,11,D,39712
2381,344,12,A,23140
2382,651,74,C,48575
2383,114,69,B,12078
2384,453,75,D,35904
2385,548,50,D,40664
2386,130,71,D,13668
2387,621,57,B,44748
2388,40,93,D,9044
2389,842,96,C,62846
2390,988,23,B,66726
2391,266,84,D,23800
2392,698,72,D,52360
2393,470,97,C,37989
2394,545,54,C,40133
2395,586,91,C,45359
2396,657,61,C,48106
2397,365,27,C,26264
2398,36,80,A,7540
2399,514,13,A,34255
2400,609,86,C,46565
2401,94,27,C,8107
2402,641,46,A,44655
2403,905,62,C,64789
2404,527,69,C,39932
2405,63,64,B,8382
2406,865,77,C,63114
2407,751,93,C,56548
2408,625,89,D,48552
2409,28,91,D,8092
2410,557,48,B,39930
