RowNumber,variable1,variable2,variable3,result
12667,314,16,T,27720
12668,756,19,F,54250
12669,152,93,F,17150
12670,416,78,X,43472
12671,772,79,T,71484
12672,289,95,W,33408
12673,781,69,A,55250
12674,908,40,P,75840
12675,190,18,S,17264
12676,346,88,C,29078
12677,330,31,G,25631
12678,490,24,K,38550
12679,386,17,B,26598
12680,12,53,E,4485
12681,829,90,W,79953
12682,386,99,N,37830
12683,71,67,L,10488
12684,660,76,G,52256
12685,101,95,U,16660
12686,968,32,C,67000
12687,570,59,Q,50949
12688,497,76,T,48132
12689,101,97,T,16632
12690,647,91,C,49446
12691,427,21,J,33152
12692,856,34,B,58740
12693,173,97,O,21330
12694,777,37,Q,65934
12695,141,83,M,17248
12696,309,93,E,27738
12697,28,26,B,3564
12698,763,12,F,54250
12699,188,62,Z,22500
12700,370,74,D,30192
12701,499,98,Y,53133
12702,434,92,B,34716
12703,825,28,G,60563
12704,873,97,L,73720
12705,949,25,Q,78894
12706,119,21,I,10220
12707,750,49,X,70312
12708,9,84,Z,8370
12709,728,23,T,63084
12710,282,63,F,24150
12711,159,78,R,19434
12712,253,28,A,18265
12713,106,49,O,12245
12714,140,100,A,15600
12715,597,10,D,41276
12716,562,63,P,50000
12717,328,77,K,30375
12718,771,21,B,52272
12719,969,10,W,85173
12720,761,49,B,53460
12721,599,51,R,53300
12722,931,97,I,75044
12723,677,10,Y,61143
12724,588,63,V,55986
12725,395,99,W,42978
12726,955,67,E,70518
12727,123,53,X,15488
12728,770,71,D,57188
12729,1,65,U,5610
12730,5,98,E,7107
12731,969,17,M,75922
12732,845,77,K,69150
12733,70,60,F,9100
12734,39,25,C,4288
12735,793,80,I,63729
12736,325,58,K,28725
12737,616,80,C,46632
12738,974,43,U,86445
12739,761,83,H,60768
12740,880,15,Y,79655
12741,48,20,I,4964
12742,325,55,O,30020
12743,822,93,Y,81435
12744,70,90,W,13920
12745,796,90,V,76196
12746,536,67,Z,54270
12747,505,64,K,42675
12748,883,22,T,76020
12749,343,39,Z,34380
12750,192,70,F,18340
12751,677,64,D,50388
12752,308,52,F,25200
12753,461,62,Q,42363
12754,268,36,D,20672
12755,146,17,M,12551
12756,403,21,K,31800
12757,752,51,Q,65043
12758,562,44,P,48480
12759,68,28,W,8352
12760,545,66,G,43381
12761,76,71,B,9702
12762,341,14,H,25560
12763,817,73,S,73870
12764,634,38,W,58464
12765,985,96,J,79994
12766,143,22,Q,13365
12767,317,66,D,26044
12768,462,66,X,46464
12769,828,88,A,59540
12770,58,59,H,8424
12771,274,51,R,26650
12772,723,58,V,67166
12773,949,40,X,87032
12774,531,29,E,38640
12775,475,83,G,39618
12776,310,88,Z,35820
12777,692,63,Y,67195
12778,81,100,S,15023
12779,496,38,W,46458
12780,373,10,S,31789
12781,308,44,L,26752
12782,977,13,Q,80190
12783,753,63,S,67728
12784,702,75,X,68376
12785,412,72,C,32428
12786,911,100,F,70770
12787,589,43,C,42344
12788,499,15,W,44718
12789,848,15,B,56958
12790,165,46,V,18146
12791,918,84,M,77154
12792,591,18,T,51156
12793,867,77,D,64192
12794,24,72,T,8064
12795,951,19,K,72750
12796,909,70,H,70488
12797,114,14,E,8832
12798,230,89,Q,25839
12799,876,49,F,64750
12800,145,94,J,17686
12801,747,44,N,61698
12802,977,89,H,76752
12803,686,30,W,62292
12804,590,35,U,53125
12805,802,81,P,70640
12806,953,53,S,83498
12807,299,86,E,26565
12808,234,100,O,26386
12809,556,17,L,43548
12810,410,48,G,32518
12811,824,60,H,63648
12812,207,41,K,18600
12813,707,17,S,60092
12814,841,43,X,77792
12815,273,11,J,21016
12816,185,20,Y,18245
12817,727,79,E,55614
12818,140,60,V,17200
12819,169,73,O,19118
12820,719,11,Z,65700
12821,213,15,C,15276
12822,959,64,M,78771
12823,437,100,H,38664
12824,680,17,M,53669
12825,977,54,E,71139
12826,538,19,X,49016
12827,56,41,F,6790
12828,458,17,W,41325
12829,634,71,F,49350
12830,766,35,X,70488
12831,620,77,V,59942
12832,425,64,E,33741
12833,432,31,V,39818
12834,985,82,V,91762
12835,377,38,G,29465
12836,246,36,Y,25098
12837,847,51,O,70942
12838,119,76,B,12870
12839,10,34,V,3784
12840,698,95,W,68991
12841,548,12,F,39200
12842,839,57,P,71680
12843,54,85,F,9730
12844,697,25,R,59204
12845,428,29,O,36103
12846,745,18,P,61040
12847,646,88,S,60922
12848,842,36,O,69362
12849,325,42,B,24222
12850,19,73,W,8004
12851,645,21,S,55278
12852,338,25,T,30492
12853,311,75,F,27020
12854,609,75,I,49932
12855,780,14,E,54786
12856,238,45,V,24338
12857,538,71,Y,54201
12858,391,40,E,29739
12859,703,68,V,66306
12860,202,45,W,21489
12861,142,97,W,20793
12862,932,35,I,70591
12863,208,18,O,17854
12864,817,99,B,60456
12865,644,90,N,57252
12866,791,52,R,69126
12867,343,99,L,33592
12868,258,16,U,23290
12869,753,28,F,54670
12870,612,98,D,48280
12871,38,78,T,9744
12872,796,10,X,70928
12873,111,78,Q,15309
12874,259,87,Q,28026
12875,328,23,K,26325
12876,236,17,W,22011
12877,64,42,V,9116
12878,33,31,L,4864
12879,345,80,K,31875
12880,833,12,D,57460
12881,602,80,S,56606
12882,424,69,G,35003
12883,552,90,W,55854
12884,937,17,G,67734
12885,540,32,P,45760
12886,586,98,T,57456
12887,434,22,R,37392
12888,55,91,D,9928
12889,70,66,K,10200
12890,318,100,W,36366
12891,116,41,T,13188
12892,610,75,I,50005
12893,256,51,P,24560
12894,213,11,X,19712
12895,249,64,A,20345
12896,818,62,Q,71280
12897,944,29,G,69083
12898,937,86,P,81840
12899,334,34,D,25024
12900,752,35,H,56664
12901,349,23,C,24924
12902,189,45,O,18486
12903,598,48,D,43928
12904,591,62,J,48322
12905,877,51,A,60320
12906,687,49,V,63296
12907,812,54,B,57156
12908,270,54,D,22032
12909,293,72,M,28105
12910,791,23,H,58608
12911,907,78,Q,79785
12912,384,93,R,39114
12913,9,63,V,6192
12914,55,28,L,6308
12915,821,88,S,75447
12916,320,83,W,35061
12917,806,63,M,66913
12918,727,24,C,50317
12919,85,65,R,12300
12920,163,61,Q,18144
12921,912,42,J,70596
12922,899,76,A,63375
12923,246,58,W,26448
12924,247,42,R,23698
12925,78,12,B,5940
12926,130,49,V,15394
12927,285,28,M,24101
12928,349,94,V,38098
12929,767,100,G,61557
12930,586,44,D,42840
12931,777,92,J,64306
12932,186,35,Q,17901
12933,474,58,A,34580
12934,611,10,N,48438
12935,174,51,C,15075
12936,592,97,S,57187
12937,651,28,J,50246
12938,717,100,N,63726
12939,694,43,Y,65593
12940,347,100,M,34419
12941,353,58,D,27948
12942,550,57,X,53416
12943,537,27,Y,50196
12944,407,59,I,34018
12945,247,39,G,20306
12946,348,95,I,32339
12947,847,11,J,63492
12948,909,30,K,70425
12949,14,69,X,7304
12950,549,91,T,53760
12951,110,95,S,17015
12952,854,50,X,79552
12953,908,47,M,73535
12954,96,58,H,11088
12955,20,30,U,4250
12956,276,60,M,25872
12957,904,98,M,77154
12958,72,30,V,8772
12959,499,88,D,39916
12960,386,48,W,37758
12961,547,21,K,42600
12962,556,23,S,48057
12963,508,75,Z,52470
12964,153,17,V,14620
12965,21,34,D,3740
12966,128,68,X,17248
12967,795,83,Q,71118
12968,808,34,L,63992
12969,518,97,O,48585
12970,723,86,N,63102
12971,446,55,B,33066
12972,175,14,Z,17010
12973,612,13,C,41875
12974,454,73,R,43214
12975,926,66,D,67456
12976,700,31,P,58480
12977,925,45,M,74690
12978,994,73,J,78958
12979,361,72,S,35939
12980,921,48,A,62985
12981,710,52,D,51816
12982,226,83,R,25338
12983,765,47,P,64960
12984,31,42,E,5037
12985,252,22,C,18358
12986,767,38,T,67620
12987,72,27,S,8217
12988,445,46,K,36825
12989,902,85,Y,87843
12990,642,84,L,55176
12991,307,17,W,28188
12992,542,17,Z,50310
12993,235,57,S,24236
12994,730,81,P,64880
12995,585,78,B,43758
12996,522,96,J,45732
12997,894,90,N,76752
12998,51,58,A,7085
12999,281,21,U,25670
13000,660,23,S,56689
13001,144,42,F,13020
13002,253,85,H,24336
13003,98,88,M,14322
13004,593,82,F,47250
13005,384,92,G,33796
13006,596,72,H,48096
13007,144,43,D,12716
13008,520,65,T,49140
13009,55,35,A,5850
13010,735,95,T,69720
13011,473,53,T,44184
13012,555,39,V,51084
13013,590,27,Y,54913
13014,382,24,X,35728
13015,137,25,Y,14418
13016,509,85,Z,53460
13017,669,51,S,59760
13018,809,75,Y,78676
13019,349,43,Z,35280
13020,512,49,J,41514
13021,453,67,T,43680
13022,762,79,I,61393
13023,398,76,E,32706
13024,652,19,T,56364
13025,700,57,L,57532
13026,325,10,W,29145
13027,933,78,V,86946
13028,664,32,R,57072
13029,472,84,C,37252
13030,16,69,W,7395
13031,570,53,O,49217
13032,956,29,Q,79785
13033,313,71,Z,34560
13034,348,92,M,33880
13035,258,40,A,19370
13036,696,90,T,66024
13037,339,14,M,27181
13038,742,22,F,53480
13039,29,49,Z,7020
13040,435,20,W,39585
13041,485,47,M,40964
13042,854,86,U,79900
13043,852,69,U,78285
13044,606,54,D,44880
13045,789,63,Z,76680
13046,369,99,M,36036
13047,358,38,A,25740
13048,499,43,S,44986
13049,96,76,Z,15480
13050,759,77,R,68552
13051,111,80,B,12606
13052,705,69,I,56502
13053,705,68,P,61840
13054,458,65,R,42886
13055,531,31,G,39902
13056,697,60,S,62831
13057,930,92,R,83804
13058,803,92,S,74285
13059,409,38,T,37548
13060,309,65,O,29546
13061,681,42,X,63624
13062,11,83,I,6862
13063,630,46,Q,54756
13064,641,85,L,55176
13065,742,11,O,59487
13066,122,22,Y,12816
13067,893,70,J,71262
13068,972,56,B,67848
13069,991,81,K,80400
13070,143,43,C,12462
13071,314,57,E,25599
13072,306,91,F,27790
13073,522,100,N,48516
13074,765,82,T,71148
13075,536,67,Y,53667
13076,525,27,W,48024
13077,217,70,M,22099
13078,840,98,M,72226
13079,588,66,E,45126
13080,906,32,S,77854
13081,758,86,K,63300
13082,366,13,D,25772
13083,497,69,I,41318
13084,432,98,X,46640
13085,735,69,F,56280
13086,74,50,Q,10044
13087,449,85,C,35778
13088,421,49,Z,42300
13089,84,91,D,11900
13090,171,66,O,18723
13091,457,12,B,30954
13092,769,46,R,66830
13093,73,87,Q,12960
13094,905,44,G,67379
13095,500,65,E,38985
13096,537,21,S,46314
13097,657,60,F,50190
13098,89,51,N,10920
13099,630,91,U,61285
13100,179,45,S,18592
13101,945,59,V,86344
13102,343,41,P,30720
13103,690,24,S,59262
13104,792,26,X,71984
13105,597,37,N,49452
13106,852,19,H,62712
13107,336,67,J,29822
13108,744,16,Z,68400
13109,748,38,K,58950
13110,641,14,T,55020
13111,916,69,H,70920
13112,567,66,B,41778
13113,924,58,Y,87398
13114,723,27,G,53250
13115,732,15,S,62001
13116,507,47,B,36564
13117,54,27,H,5832
13118,978,11,T,83076
13119,939,33,Y,86508
13120,649,68,N,55926
13121,174,75,V,21414
13122,631,67,A,45370
13123,68,72,Q,11340
13124,896,53,Z,85410
13125,819,79,G,63758
13126,486,36,R,42804
13127,484,32,W,44892
13128,902,31,Y,83037
13129,919,68,B,65142
13130,755,50,K,60375
13131,570,90,P,52800
13132,538,69,O,47953
13133,92,52,Y,12816
13134,928,37,S,80095
13135,606,47,N,50934
13136,274,13,H,20664
13137,304,44,W,30276
13138,612,100,O,56248
13139,50,64,D,7752
13140,356,69,E,29325
13141,30,65,F,6650
13142,38,64,K,7650
13143,452,59,F,35770
13144,189,23,B,13992
13145,984,71,X,92840
13146,799,31,N,64740
13147,195,51,H,17712
13148,161,100,Z,23490
13149,236,23,N,20202
13150,948,43,K,74325
13151,604,53,S,54531
13152,109,34,G,10153
13153,171,77,Y,22072
13154,737,70,Z,72630
13155,878,67,C,63315
13156,256,51,J,22718
13157,103,81,J,13616
13158,860,23,N,68874
13159,639,17,O,51824
13160,631,66,A,45305
13161,539,91,G,44730
13162,729,73,V,68972
13163,595,67,O,52298
13164,399,20,G,29749
13165,400,78,J,35372
13166,389,54,X,38984
13167,468,56,Q,42444
13168,977,83,F,74200
13169,585,82,O,52693
13170,698,20,M,55286
13171,825,36,R,70602
13172,356,34,L,29640
13173,937,98,F,72450
13174,208,17,G,15975
13175,619,31,D,44200
13176,118,11,N,10062
13177,422,18,A,28600
13178,34,32,X,5808
13179,374,70,Z,39960
13180,983,37,K,76500
13181,776,47,I,60079
13182,517,97,R,50348
13183,737,100,B,55242
13184,454,72,M,40502
13185,97,95,V,16512
13186,517,78,Z,53550
13187,697,73,L,58520
13188,334,66,X,35200
13189,780,61,I,61393
13190,821,68,L,67564
13191,272,27,I,21827
13192,298,12,N,24180
13193,480,55,S,44405
13194,583,95,I,49494
13195,131,76,U,17595
13196,993,13,Q,81486
13197,646,52,O,55142
13198,887,99,P,78880
13199,587,79,T,55944
13200,286,16,H,21744
13201,148,42,G,13490
13202,647,100,V,64242
13203,234,33,G,18957
13204,855,34,V,76454
13205,532,62,U,50490
13206,418,16,E,29946
13207,875,10,K,66375
13208,131,83,X,18832
13209,822,61,T,74172
13210,552,64,E,42504
13211,482,42,F,36680
13212,568,44,I,44676
13213,424,14,E,30222
13214,190,11,G,14271
13215,979,26,L,76380
13216,737,87,J,60976
13217,683,30,M,54901
13218,118,97,F,15050
13219,933,38,L,73796
13220,510,84,T,49896
13221,687,58,D,50660
13222,281,37,Z,28620
13223,56,59,L,8740
13224,705,94,P,63920
13225,943,59,A,65130
13226,264,67,L,25156
13227,101,14,X,10120
13228,1,41,D,2856
13229,730,66,P,63680
13230,743,21,U,64940
13231,772,33,Q,65205
13232,809,14,H,59256
13233,495,82,L,43852
13234,314,80,X,34672
13235,625,45,U,56950
13236,45,53,V,8428
13237,786,31,N,63726
13238,964,51,K,76125
13239,793,11,X,70752
13240,432,68,C,33500
13241,708,84,P,63360
13242,386,16,A,26130
13243,496,53,B,36234
13244,43,51,C,6298
13245,198,18,G,15336
13246,181,55,R,19352
13247,109,86,W,16965
13248,431,62,I,35989
13249,816,47,C,57821
13250,453,39,W,42804
13251,144,30,U,14790
13252,476,12,M,37576
13253,469,49,F,36260
13254,910,44,V,82044
13255,421,81,J,37148
13256,993,62,A,68575
13257,976,59,I,75555
13258,633,29,B,43692
13259,601,50,D,44268
13260,175,38,N,16614
13261,280,45,L,24700
13262,622,89,D,48348
13263,675,40,D,48620
13264,949,10,H,69048
13265,405,50,V,39130
13266,62,29,R,7462
13267,147,41,W,16356
13268,429,87,Y,45924
13269,798,24,Y,73158
13270,945,13,Z,86220
13271,331,61,D,26656
13272,176,79,K,19125
13273,513,77,F,41300
13274,942,97,D,70652
13275,973,94,D,72556
13276,916,57,U,82705
13277,65,76,P,11280
13278,969,64,H,74376
13279,626,25,U,55335
13280,270,66,D,22848
13281,663,85,Y,66572
13282,795,59,B,56364
13283,627,86,K,53475
13284,785,62,Z,76230
13285,561,10,F,39970
13286,250,35,Z,25650
13287,788,16,A,52260
13288,902,84,P,78880
13289,459,55,Z,46260
13290,394,10,O,31916
13291,601,95,Z,62640
13292,139,49,A,12220
13293,978,65,B,68838
13294,986,43,O,81291
13295,840,46,T,74424
13296,4,68,Z,6480
13297,108,15,F,8610
13298,284,13,Z,26730
13299,248,69,K,23775
13300,430,63,B,32538
13301,475,93,R,46576
13302,917,45,N,75036
13303,660,15,D,45900
13304,124,40,W,14268
13305,349,62,T,34524
13306,185,56,M,18557
13307,561,42,H,43416
13308,283,100,U,32555
13309,388,93,P,38480
13310,933,84,U,86445
13311,829,67,A,58240
13312,4,50,K,4050
13313,999,47,Q,84726
13314,29,57,X,7568
13315,843,66,G,64539
13316,994,78,I,78256
13317,716,64,U,66300
13318,915,87,B,66132
13319,411,95,D,34408
13320,537,87,Z,56160
13321,638,47,S,56855
13322,6,41,K,3525
13323,462,90,A,35880
13324,522,66,L,44688
13325,135,32,O,13193
13326,3,90,V,7998
13327,740,56,G,56516
13328,843,81,T,77616
13329,844,31,J,64750
13330,56,70,G,8946
13331,895,78,H,70056
13332,735,26,R,62402
13333,885,95,Y,87220
13334,985,99,W,94308
13335,732,51,H,56376
13336,977,51,P,82240
13337,478,23,L,38076
13338,860,91,M,73227
13339,866,68,R,76588
13340,431,23,N,35412
13341,938,99,Q,83997
13342,286,58,N,26832
13343,442,18,T,38640
13344,245,38,C,18961
13345,842,95,H,67464
13346,320,66,Z,34740
13347,809,16,O,65175
13348,962,100,A,69030
13349,31,50,V,6966
13350,265,17,F,19740
13351,465,21,R,39852
13352,934,75,K,75675
13353,504,71,X,50600
13354,788,95,W,76821
13355,224,52,M,21252
13356,517,31,K,41100
13357,368,60,N,33384
13358,912,92,M,77308
13359,496,62,D,37944
13360,620,32,C,43684
13361,632,51,Q,55323
13362,151,59,D,14280
13363,254,52,M,23562
13364,9,95,O,8216
13365,774,100,L,66424
13366,709,63,R,63304
13367,831,55,Q,71766
13368,440,71,M,39347
13369,622,39,O,52219
13370,46,33,M,6083
13371,260,48,I,22484
13372,409,16,P,34000
13373,687,77,W,66468
13374,537,23,N,43680
13375,691,88,W,67773
13376,890,34,W,80388
13377,399,73,E,32568
13378,410,71,L,36556
13379,463,81,Y,48416
13380,317,100,U,35445
13381,579,74,M,50281
13382,113,84,D,13396
13383,609,81,B,45540
13384,519,100,I,45187
13385,183,46,Y,20381
13386,275,28,X,26664
13387,136,79,S,17845
13388,957,87,Y,92916
13389,664,75,W,64293
13390,98,19,K,8775
13391,216,63,Q,22599
13392,17,10,H,1944
13393,612,58,D,45560
13394,872,81,S,79099
13395,43,93,X,11968
13396,588,29,L,46892
13397,508,12,C,34840
13398,964,89,N,82134
13399,105,71,V,15136
13400,757,41,E,55062
13401,431,87,O,40922
13402,740,82,U,69870
13403,25,57,W,7134
13404,301,30,R,27142
13405,705,71,J,57424
13406,798,97,U,76075
13407,137,98,W,20445
13408,512,85,J,44178
13409,548,62,M,46970
13410,629,86,I,52195
13411,903,81,G,69864
13412,750,59,O,63911
13413,867,71,F,65660
13414,916,51,E,66723
13415,480,43,P,41840
13416,737,27,F,53480
13417,781,56,S,69471
13418,990,12,S,83166
13419,736,91,W,71949
13420,637,94,F,51170
13421,809,63,F,61040
13422,133,91,E,15456
13423,350,63,U,35105
13424,413,64,V,41022
13425,531,48,I,42267
13426,297,89,C,25862
13427,104,30,I,9782
13428,411,41,W,39324
13429,192,86,N,21684
13430,555,67,C,41674
13431,770,85,D,58140
13432,931,18,J,70226
13433,671,60,W,63597
13434,24,26,U,4250
13435,552,97,Q,52569
13436,27,88,N,8970
13437,290,55,F,24150
13438,568,62,Y,56070
13439,657,75,J,54168
13440,325,23,M,26796
13441,187,40,M,17479
13442,495,86,I,42413
13443,812,31,D,57324
13444,615,19,X,55792
13445,349,100,F,31430
13446,538,24,K,42150
13447,255,78,L,25308
13448,975,51,J,75924
13449,903,54,U,81345
13450,982,15,B,65802
13451,275,12,R,23534
13452,78,33,E,7659
13453,756,42,V,68628
13454,488,69,X,49016
13455,750,42,G,56232
13456,867,31,Y,79922
13457,296,80,P,30080
13458,627,58,C,45895
13459,716,55,Y,68619
13460,664,13,K,50775
13461,990,19,N,78702
13462,37,14,T,4284
13463,577,33,A,39650
13464,319,93,R,33784
13465,591,86,V,58222
13466,241,95,S,27888
13467,600,57,D,44676
13468,157,39,L,14896
13469,881,26,Q,73467
13470,67,52,A,7735
13471,986,12,U,84830
13472,522,37,L,42484
13473,367,81,L,34048
13474,200,26,H,16272
13475,685,90,J,57350
13476,665,11,X,59488
13477,368,41,V,35174
13478,349,80,J,31746
13479,556,63,D,42092
13480,247,45,R,23944
13481,149,62,I,15403
13482,910,43,O,75287
13483,233,40,S,22659
13484,287,46,O,26307
13485,136,89,Q,18225
13486,704,59,X,67144
13487,727,63,Z,71100
13488,587,41,D,42704
13489,482,12,B,32604
13490,347,72,W,36453
13491,73,90,C,10921
13492,259,20,G,19809
13493,848,91,S,77937
13494,516,64,K,43500
13495,194,23,E,14973
13496,902,92,A,64610
13497,802,13,D,55420
13498,603,34,G,45227
13499,313,66,W,32973
13500,98,99,G,13987
13501,890,93,N,76674
13502,792,92,Z,79560
13503,976,36,A,65780
13504,978,11,T,83076
13505,377,41,U,35530
13506,149,66,D,14620
13507,819,70,A,57785
13508,947,54,L,76076
13509,787,91,A,57070
13510,230,40,T,22680
13511,272,46,Y,28302
13512,5,90,S,7885
13513,217,89,U,26010
13514,22,33,E,3795
13515,435,95,P,42400
13516,69,24,J,6882
13517,12,50,J,4588
13518,421,85,P,40480
13519,254,76,Z,29700
13520,936,74,P,80800
13521,89,96,W,16095
13522,706,48,X,66352
13523,642,60,Q,56862
13524,850,32,I,64386
13525,80,96,H,12672
13526,784,95,T,73836
13527,34,21,D,3740
13528,179,34,R,17466
13529,745,86,T,69804
13530,440,85,D,35700
13531,448,75,K,39225
13532,167,60,R,18614
13533,911,10,T,77364
13534,159,96,L,19380
13535,196,46,H,17424
13536,28,15,G,3053
13537,496,44,Y,48060
13538,231,53,Q,23004
13539,894,46,U,79900
13540,288,27,N,24570
13541,832,48,J,65120
13542,288,41,D,22372
13543,56,56,Q,9072
13544,371,77,B,29568
13545,59,12,A,4615
13546,862,35,Q,72657
13547,292,62,M,27258
13548,580,33,K,45975
13549,65,34,F,6930
13550,802,12,T,68376
13551,980,55,X,91080
13552,399,14,W,35931
13553,588,59,V,55642
13554,282,97,G,26909
13555,809,66,N,68250
13556,203,28,R,18942
13557,21,44,R,5330
13558,492,62,T,46536
13559,582,81,Y,59007
13560,496,57,Z,49770
13561,55,10,M,5005
13562,213,81,B,19404
13563,357,38,W,34365
13564,322,20,X,30096
13565,228,82,G,22010
13566,270,96,T,30744
13567,313,48,O,28519
13568,904,21,G,65675
13569,149,61,M,16170
13570,242,71,Q,25353
13571,356,97,Z,40770
13572,540,80,O,48980
13573,425,71,N,38688
13574,625,16,R,52562
13575,106,98,W,17748
13576,782,48,M,63910
13577,720,38,M,58366
13578,27,77,B,6864
13579,530,96,A,40690
13580,720,24,J,55056
13581,538,67,C,40535
13582,338,95,O,34207
13583,181,14,A,12675
13584,943,43,H,70992
13585,953,57,W,87870
13586,634,71,B,46530
13587,716,42,A,49270
13588,937,95,C,69144
13589,855,21,E,60444
13590,69,70,Y,12371
13591,766,54,G,58220
13592,501,77,X,50864
13593,35,51,M,6622
13594,668,87,E,52095
13595,928,19,S,78601
13596,224,43,S,22161
13597,342,91,D,29444
13598,653,75,K,54600
13599,599,61,X,58080
13600,435,17,D,30736
13601,145,64,N,16302
13602,190,50,I,17520
13603,166,67,A,15145
13604,245,66,J,23014
13605,157,100,G,18247
13606,251,18,E,18561
13607,851,33,Y,78676
13608,955,50,N,78390
13609,415,61,N,37128
13610,948,19,Y,86063
13611,406,66,I,34456
13612,881,97,C,65526
13613,582,71,X,57464
13614,769,39,Q,65448
13615,394,49,N,34554
13616,254,93,F,24290
13617,371,29,H,28800
13618,838,100,P,75040
13619,394,29,V,36378
13620,439,63,V,43172
13621,448,68,H,37152
13622,255,87,I,24966
13623,33,86,X,10472
13624,912,20,F,65240
13625,738,50,L,59888
13626,810,70,C,58960
13627,326,86,V,35432
13628,655,17,W,58464
13629,469,80,C,36783
13630,562,43,K,45375
13631,153,53,A,13390
13632,601,26,T,52668
13633,578,93,X,59048
13634,653,27,B,44880
13635,162,59,Q,17901
13636,682,15,O,55063
13637,755,20,G,55025
13638,742,19,N,59358
13639,151,22,I,12629
13640,816,96,W,79344
13641,578,61,C,42813
13642,590,32,B,41052
13643,507,85,N,46176
13644,841,71,I,66576
13645,433,96,S,43907
13646,247,66,P,25040
13647,697,75,M,59444
13648,418,50,F,32760
13649,673,53,E,50094
13650,879,42,N,71838
13651,600,38,J,47212
13652,936,10,S,78518
13653,405,49,B,29964
13654,201,26,T,19068
13655,956,24,G,69580
13656,701,96,F,55790
13657,424,22,X,39248
13658,448,20,R,38376
13659,642,15,O,51903
13660,766,75,Z,75690
13661,221,59,X,24640
13662,143,69,J,15688
13663,999,36,X,91080
13664,141,19,X,14080
13665,161,30,E,13179
13666,298,82,W,33060
13667,647,47,E,47886
13668,263,21,X,24992
13669,876,68,K,70800
13670,785,25,B,53460
13671,15,72,H,6264
13672,695,81,B,51216
13673,769,55,M,63448
13674,638,72,E,48990
13675,618,72,H,49680
13676,186,37,I,16279
13677,643,49,H,49824
13678,111,20,G,9301
13679,280,19,D,20332
13680,560,98,K,49350
13681,558,55,O,48427
13682,270,94,M,28028
13683,984,19,X,88264
13684,178,82,E,17940
13685,511,47,A,36270
13686,947,38,A,64025
13687,207,66,J,20202
13688,176,86,O,20698
13689,712,95,S,66981
13690,585,20,U,51425
13691,558,33,J,43734
13692,42,40,H,5904
13693,684,93,S,64491
13694,306,68,P,29920
13695,72,14,N,6708
13696,580,49,H,45288
13697,595,40,O,50165
13698,232,32,M,20328
13699,565,84,K,48675
13700,516,42,C,37386
13701,371,78,W,39063
13702,820,58,T,73752
13703,399,81,P,38400
13704,441,42,P,38640
13705,863,69,D,63376
13706,202,63,Z,23850
13707,229,37,K,19950
13708,49,81,R,10660
13709,772,77,W,73863
13710,896,98,O,78526
13711,711,81,Y,70488
13712,360,92,Z,40680
13713,915,56,H,69912
13714,237,60,G,21087
13715,362,85,E,30843
13716,327,78,A,26325
13717,685,70,M,58135
13718,728,65,C,53131
13719,624,26,R,53300
13720,856,88,W,82128
13721,852,18,P,69600
13722,771,17,S,65404
13723,718,24,A,48230
13724,545,16,U,47685
13725,433,59,H,35424
13726,336,80,A,27040
13727,768,87,A,55575
13728,576,75,W,56637
13729,820,14,P,66720
13730,470,73,D,36924
13731,650,41,T,58044
13732,244,89,F,23310
13733,724,11,U,62475
13734,397,38,C,29145
13735,974,57,W,89697
13736,32,70,F,7140
13737,834,24,C,57486
13738,746,59,Q,65205
13739,873,19,O,70468
13740,951,39,T,83160
13741,305,70,W,32625
13742,558,74,X,55616
13743,144,50,R,15908
13744,615,63,I,49494
13745,744,80,O,65096
13746,851,29,D,59840
13747,592,47,N,49842
13748,587,31,K,46350
13749,619,27,L,49096
13750,453,51,J,37296
13751,638,64,O,55458
13752,708,46,Y,67106
13753,312,52,W,31668
13754,293,51,A,22360
13755,772,75,E,58443
13756,223,66,H,20808
13757,132,80,K,15900
13758,743,32,U,65875
13759,625,93,Q,58158
13760,508,69,U,49045
13761,265,50,T,26460
13762,107,91,E,13662
13763,166,68,I,17082
13764,746,72,K,61350
13765,301,38,H,24408
13766,377,96,K,35475
13767,211,35,X,21648
13768,263,45,E,21252
13769,833,64,C,60099
13770,925,64,X,87032
13771,554,89,Y,57227
13772,397,80,S,39591
13773,553,58,N,47658
13774,959,72,U,87635
13775,413,45,L,34808
13776,985,33,W,88566
13777,476,15,G,34861
13778,706,89,O,62805
13779,406,82,C,32696
13780,700,24,T,60816
13781,765,64,G,58859
13782,928,38,K,72450
13783,218,21,P,19120
13784,849,24,Z,78570
13785,826,41,B,57222
13786,196,44,J,17760
13787,863,85,P,75840
13788,459,96,P,44400
13789,860,90,P,76000
13790,210,100,S,25730
13791,717,26,Q,60183
13792,74,96,H,12240
13793,538,40,N,45084
13794,130,86,Y,19224
13795,732,79,Y,72179
13796,1000,38,P,83040
13797,507,58,B,37290
13798,426,48,J,35076
13799,1000,90,Z,98100
13800,600,52,J,48248
13801,452,89,W,47067
13802,30,12,M,3234
13803,138,19,T,13188
13804,581,29,J,45140
13805,465,14,S,39757
13806,74,91,X,14520
13807,78,94,E,11868
13808,285,64,F,24430
13809,860,84,R,77408
13810,575,63,C,42746
13811,595,51,M,49742
13812,952,45,T,83748
13813,196,67,N,20514
13814,30,95,H,9000
13815,535,80,G,43665
13816,312,24,V,28896
13817,480,19,H,35928
13818,487,56,A,35295
13819,455,100,S,46065
13820,689,38,B,47982
